text,clean_text,sentiment
"pantes banyak polling dihapus, kalau yang menang polling #AhokDjarot pasti DIBESAR2KAN, ditayangkan 25x dalam sehari dimetrotivi <FACE WITH TEARS OF JOY> <FACE WITH TEARS OF JOY> <FACE WITH TEARS OF JOY>",pantes banyak polling hapus kalau menang polling besar tayang x hari dimetrotivi face with tears of joy face with tears of joy face with tears of joy,negative
"Buzzer #AhokDjarot galau, semua survei dan polling memenangkan #AniesSandi Invoice bakal tak dibayar nih! <FACE WITH STUCK-OUT TOUNGES>",buzzer galau semua survei polling menang invoice bakal tak NOT_bayar NOT_face with stuckout tounges,negative
"#AhokDjarot unggul dalam memainkan isu dan strategi. Apalagi dalam isu sara, serta matang dalam mengelola Strategi Musuh. <FACE WITH STUCK-OUT TOUNGES>",unggul main isu strategi isu sara matang dalam kelola strategi musuh face with stuckout tounges,negative
nasi bungkus terdeteksi #ahokdjarot,nasi bungkus deteksi,negative
Kepemimpinan bapak membuat saya bangga menjadi bagian dari pegawai pemerintah.Terimakasih pak #salam2Jari,pimpin bapak buat bangga jadi bagi pegawai pemerintahterimakasih pak,positive
Bener banget! Cuma yang nonton concert Coldplay aja yang ngerti #AhokDjarot,benar sangat cuma nonton concert coldplay ngerti,positive
"Pelajaran Kesabaran dari ""The Invisible"" Djarot #AhokSelaluDihati #badja #AhokDjarot #AhokMartir",ajar sabar the invisible djarot,positive
Apa pendapat anda tentang pak ahok? Ã¢â¬â Pemimpin hebat yang Tuhan utus utk Indonesia #gueahok #ahokdjarot #saveahok,apa dapat tentang pak ahok pimpin hebat tuhan utus utk indonesia,positive
gantungan kunci ahok berbagai model #ahokfree #AhokIsHope #AhokDjarot #BasukiTjahajaPurnama #BTP #AhokTakBersalah,gantung kunci ahok bagai model,positive
"Introspeksi diri #saveahok #ripjustice #basukibtp #ahokdjarot #indonesia , Indonesia",introspeksi diri indonesia,positive
Ternyata mencari pemimpin yang dicintai itu tidak gampang.MSP. #AhokDjarot #AhokForNobel #silake5,nyata cari pimpin cinta tidak NOT_gampangmsp,positive
Djarot Ucapkan Terima Kasih Atas SYUKURAN AHOK DIPENJARA #ahok #ahokdjarot,djarot ucap terima kasih atas syukur ahok penjara,positive
Kami mencintaimu Ahok and Djarot! #Ahok #SaveAhok #ahokdjarot,cinta ahok and djarot,positive
"Doaku Menyertai (Jakarta, May 2017) basukibtp #storyofthestreet #ahok #ahokdjarotÃ¢â¬Â¦",doa serta jakarta may basukibtp,positive
1000 Lilin untuk pak Ahok #saveahok #ahokers #ahokdjarotÃ¢â¬Â¦ Ã¢â¬Â¦,lilin pak ahok,positive
"Mas , keren banget... Selamat berjuang, NKRI harga mati #SaveAhok #AhokDjarot #RIPJUSTICEINDONESIA",mas keren sangat selamat juang nkri harga mati,positive
Tugu proklamasi dibawah sinar bulan purnama #ahok #AhokDjarot #ahokfree,tugu proklamasi bawah sinar bulan purnama,positive
Dari NTT untuk Bapak Ahok basukibtp #saveahok #ahok #ahokdjarotÃ¢â¬Â¦ Ã¢â¬Â¦,ntt bapak ahok basukibtp,positive
Manado 1000 lilin #AhokDjarot #Hukum_yang_telah_mati #NKRI harga mati,manado lilin harga mati,positive
1000 lilin untuk Ahok dari Manado #AhokDjarot #RipJustice #RIPHukum #Manado #saveNKRI,lilin ahok manado,positive
semoga selalu #tegar #AhokDjarot,moga selalu,positive
Dukungan Doa dan Pemasangan sejuta Lilin untuk AHOK dari Manado Untuk Indonesia. #SaveAhok #AhokDjarot #RIPJusticeInIndonesia,dukung doa pasang juta lilin ahok manado indonesia,positive
Manado untuk Pak,manado pak,positive
Semangat ya pak Djarot.. Doa kami menyertaimu.. #Ahok #AhokDjarot #Djarot #RIPJusticeInIndonesia,semangat pak djarot doa serta,positive
Bagi bangsa ini kami berdiri Dan membawa doa dalam kemenangan Tuhan atas Indonesia ini melalui pak #Ahok #AhokDjarot #IndonesiaBerkabung,bangsa kami diri bawa doa menang tuhan atas indonesia lalu pak,positive
Suatu hari nanti orang-orang akan bercerita bahwa BATMAN DAN ROBBIN pernah melindungi jakarta !!#AhokDjarot,suatu hari orangorang cerita batman robbin pernah lindung jakarta,positive
Perbedaan mana yang kerja keras dan mana yang suka cari muka ! #Ahok #AhokDjarot #freeahok #AhokIsHope #RIPJUSTICEINDONESIA #riphukum,beda mana kerja keras mana suka cari muka,positive
Dukungan Doa dan Pemasangan Lilin untuk AHOK dari MANADO untuk Indonesia. #SaveAhok #AhokDjarot #AhokPresidenRIke8,dukung doa pasang lilin ahok manado indonesia,positive
Jerih lelahmu memperjuangkan bangsa ini dari korupsi dan menegakkan kebenaran diperhitungkan oleh Tuhan pak. GBU #Ahok #AhokDjarot #freeahok,jerih lelah juang bangsa dari korupsi tegak benar hitung tuhan pak gbu,positive
Tuhan selalu bersama pak dan keluarga.kami selalu bersama pak ahok #freeahok #Ahok #keadilan #AhokDjarot,tuhan selalu sama pak keluargakami selalu sama pak ahok,positive
"Tetap semangat pak Djarot, Air matamu akan selalu terkenang, Air mata yang menandakan kecintaanmu untuk Indonesia #Djarot #ahok #ahokDjarot",tetap semangat pak djarot air mata selalu kenang air mata tanda cinta indonesia,positive
doa kami untuk Jakarta.#AhokDjarot,doa untuk jakarta,positive
Paduan suara warga di balai kota #ahokdjarot,padu suara warga balai kota,positive
DEMAM Karangan Bunga Dukung Ahok-Djarot Menjalar hingga Siantar,demam karang bunga dukung ahokdjarot jalar hingga siantar,positive
"Integrasi rusun, pasar dan bioskop rakyat semasa #AhokDjarot yang ditunggu kelanjutannya dibawah gubernur baru",integrasi rusun pasar bioskop rakyat masa tunggu lanjut bawah gubernur baru,positive
Hampir tengah malam kami sekeluarga lewat balai kota karena anak mau lihat bunga. Ternyata sampai monas! #AhokDjarot,hampir tengah malam keluarga lewat balai kota anak mau lihat bunga nyata monas,positive
Ribuan Bunga untuk #AhokDjarot #AhokDicintaiRakyat #Jakarta,ribu bunga,positive
"#AhokDjarot selalu dihati #BuniYani masuk bui #Anies pecatan menteri, bloon",selalu hati masuk bui pecat menteri bloon,positive
Jelas yaaaa.... #bunga bukan abal2... #badja #AhokDjarot #jakarta @ Kantor Balai Kota Jakarta,jelas yaaaa bukan NOT_abal NOT_kantor balai kota jakarta,positive
Bukan hanya di jakarta saja tapi di medan juga #AhokDjarot #AhokDicintaiRakyat #AhokShow #FadliZon #Jakarta,bukan NOT_jakarta NOT_tapi di medan,positive
Karangan bunga untuk ahok Dari kota kecil yang indah.... #Ajibarang #Basuki_btp #Jakarta #Ahok #AhokDjarot #DKIJakarta,karang bunga ahok kota kecil indah,positive
Betul sekali itu abang yang keren Tuhan berkati #AhokDjarot dan berkati juga abang,betul sekali abang keren tuhan berkat berkat abang,positive
"Balaikota masih rame, kiriman bunga pun masih terus mengalir untuk #ahok dan #djarot #badja #ahokdjarot",balaikota rame kirim bunga masih terus alir dan,positive
Hari ini wisata ke balai kota. Mumpung gubernurnya masih pak ahok. Riang gembira dan gratis. Penuhnya luar biasa. #balaikotadki #AhokDjarot,hari wisata balai kota mumpung gubernur pak ahok riang gembira gratis penuh luar biasa,positive
Perlu IDE GILA #REDKARPET #LONGREDCARPET #LONGREDCARPETAhokDjarot #AhokDjarot,perlu ide gila,positive
"Allah bersama orang2 yang benar, subhanallah.. #DKIJakarta #AhokDjarot #PemProvAmanah #PemenangdiHatiRakyat #Piss",allah sama orang benar subhanallah,positive
"Unik, Karangan bunga untuk Gubernur DKI Jakarta, Badja Viral di Medsos, ini salah satunya ... #POLEMIKPaluHakim #DKIJakarta #AhokDjarot",unik karang bunga gubernur dki jakarta badja viral medsos salah satu,positive
Tuhan Memberkati #AhokDjarot,tuhan kati,positive
"Tuhan sayang Jakarta & AhokDjarot karena AhokDjarot kalah saja mereka masih marah, AhokDjarot menang apa yg terjadi di Jakarta terima kasih.",tuhan sayang jakarta ahokdjarot ahokdjarot kalah mereka marah ahokdjarot menang apa jadi jakarta terima kasih,positive
Heboh papan bunga untuk pak ahok #pakahok #ahok #jakarta #dkijakarta #ahokdjarot #indonesia,heboh papan bunga pak ahok,positive
Karangan bunga dan antrian foto bersama.... Il phenomenon baru kayaknya untuk seorg figur di indonesia #AhokDjarot,karang bunga antri foto sama il phenomenon baru kayak seorg figur indonesia,positive
Dari Batam untuk #ahokdjarot. Tetap semangat pak!,batam tetap semangat pak,positive
KARANGAN BUNGA ucapan TERIMAKASIH masyarakat ke Pak & Pak sampai Monas #karanganbungaahok #telkomsel #AhokDjarot,karang bunga ucap terimakasih masyarakat pak pak monas,positive
#ahok #ahokdjarot #pilgubdki #saveahok #temanahok Gusur demi jutaan rakyat,gusur juta rakyat,positive
"#ahok #saveahok #ahokdjarot #pilgubjkt Anies Unggul di Pemilih Muslim, Ahok Kaum Pendidikan Tinggi TotorQQ:",anies unggul pilih muslim ahok kaum didik tinggi totorqq,positive
"Sudahlah bikin pusing. Lagian Sudah jawab dengan baik. tinggal semua tenang,konsentrasi,berdoa,selalu bahagia Untuk menang",sudah buat pusing lagi jawab baik tinggal semua tenangkonsentrasiberdoaselalu bahagia menang,positive
"Pak Anies sepertinya semakin banyak dapat respon negatif dari netizen.Makin emosi-an.AHY, tetap hafalan.Badja paling ok <Smiling Face With Sunglasses> <Smiling Face With Sunglasses> <Victory Hand>",pak anies seperti makin banyak respon negatif netizenmakin emosianahy tetap hafalanbadja paling oke smiling face with sunglasses smiling face with sunglasses victory hand,positive
#djarotsupportpersija Luar Biasa #AhokDjarot #BaDjaBeragam,luar biasa,positive
Jangan lupa coblos pemimpin yang pekerja keras <Victory Hand> <Victory Hand> #AhokDjarot #AniesSandi #JakartaPunyaSemua,jangan NOT_lupa NOT_coblos pimpin kerja keras victory hand victory hand,positive
masih berama dalang enthus #AhokDjarot #AhokDjarotLebihBaik #enthus #salamduajari,ama dalang enthus,positive
#Jelas membawa manfaat untuk umat. Komitmen #AhokDjarot <Victory Hand> <Victory Hand> untuk Umat Islam - #ForumKaskus via #KASKUS,bawa manfaat umat komitmen victory hand victory hand umat islam via,positive
Haha..kerja nyata #AhokDjarot <Victory Hand> <Victory Hand>,hahakerja nyata victory hand victory hand,positive
"karena #AhokDjarot <Victory Hand> <Victory Hand> terbukti berkinerja bagus, bersih, anti korupsi & memperjuangkan keadilan",victory hand victory hand bukti kerja bagus bersih anti korupsi juang adil,positive
Marilah Kemari ( <Victory Hand> <Victory Hand> disini) cover by Citra & Alain #ahokdjarot #basukidjarot,mari kemari victory hand victory hand sini cover by citra alain,positive
SAYA 2 <Victory Hand> #AHOKDJAROT #BA2JA (at Toba Dream),victory hand at toba dream,positive
"Walaupun banyak cobaan yang menimpa pak ahok, mundur 1 langkah maju 1000 langkah untuk menjadikan jakarta lebih maju lagi <Trophy> #ahokdjarot",walaupun banyak coba timpa pak ahok mundur langkah maju langkah jadi jakarta lebih maju trophy,positive
#AhokDjarot <Victory Hand> <Victory Hand>,victory hand victory hand,positive
jakarta tidak butuh gubernur yang pandai bermain kata2.. jakarta butuh gubernur yang bekerja nyata <Victory Hand> <Victory Hand> #AhokDjarot,jakarta butuh gubernur pandai main kata jakarta butuh gubernur kerja nyata victory hand victory hand,positive
Siaran langsung pak Ahok <grining face with smile eye> #ahok #ahokdjarot,siar langsung pak ahok grining face with smile eye,positive
Ahok di Net Ahok di ini talkshow #AhokDjarot #JakartaPunyaSemua #temenahok #ahokdjarotmenang #JakartaKece,ahok net ahok ini talkshow,positive
"benar deh ,ikhlas kok #ahokdjarot tidak jadi gubernur beliau sudah tujukkan cara berdemokrasi, dan jadi sosok pemimpin yang berintregitas",benar ikhlas jadi gubernur beliau tujukkan cara demokrasi jadi sosok pimpin berintregitas,positive
"Kata babe pilih nomor 2 <Victory Hand> <Victory Hand> <Victory Hand> #ahokdjarot basukibtp ,pala Soang",kata babe pilih nomor victory hand victory hand victory hand basukibtp pala soang,positive
"#AhokDjarot hasil kerja nyata,hasil kerja sudah banyak yang terselesaikan, gak pakai janji2 lagi,tinggal meneruskan yang lain <Victory Hand> <FOLDED HANDS> <Fire>",hasil kerja nyatahasil kerja banyak selesai pakai janji lagitinggal terus lain victory hand folded hands fire,positive
Menjadi cerdas dan berpikir jernih #AhokDjarot #Putaran2Menang,jadi cerdas pikir jernih,positive
#KawalC6CoblosNo2 kawal #AhokDjarot #Putaran2Menang <Victory Hand> <Victory Hand>,kawal victory hand victory hand,positive
Begini Program Ahok-Djarot <Victory Hand> <Victory Hand> Ajak Warga Bekerja Baca selengkapnya #Ahok #Ahokdjarot,begini program ahokdjarot victory hand victory hand ajak warga kerja baca lengkap,positive
#JakartaBersuriah ala ustad cang haris.. pilih #AhokDjarot <Victory Hand> jangan lupa No. 2 pilih yang islami asli berakhlaq dan sudah haji.. Haji Djarot,ala ustad cang haris pilih victory hand jangan NOT_lupa NOT_no pilih islami asli berakhlaq sudah haji haji djarot,positive
Di hari2 terakhir ini saya usul team pak bergerak di #JAKARTATIMUR #AhokDjarot #Kami2 untuk sosialisasi ProgramKerja <FOLDED HANDS> <FOLDED HANDS>,hari akhir saya usul team pak gerak untuk sosialisasi programkerja folded hands folded hands,positive
<lovered> Nama yang Indah <lovered> Nama masjid baru pemkot Jakarta MASJID RAYA KH HASYIM ASHARI. #AhokDjarot,lovered nama indah lovered nama masjid baru pemkot jakarta masjid raya kh hasyim ashari,positive
Kalau saya sih malu ngakunya juga ...,kalau malu ngakunya,negative
"Mungkin maksud Anies, prostitusi dan perjudian di Kalijodo harus tertata rapih ->",mungkin maksud anies prostitusi judi kalijodo tata rapih,negative
"Lho, Lagu Anies-Sandi Menjiplak Nyanyian Yahudi? #HashemMelech",lho lagu aniessandi jiplak nyanyi yahudi,negative
Jangan kotori Lagi Balai Kota dengan Karangan Bunga #AhokDjarot #Ahok #Anies #AniesSandi #MayDay2017,jangan NOT_kotor NOT_balai kota karang bunga,negative
Bukan timses #AniesSandi,bukan NOT_timses,negative
"Haha #AniesSandi kuoata saya banyak pak, pakai #telkomsel emang situ beliin saya pulsa atau beliin saya kuota",haha kuoata banyak pak pakai memang situ beliin pulsa beliin kuota,negative
"Perayaan kemenangan #AniesSandi, tidak pakai papan kembang, tapi pakai kambiang Ã¢â¬â merasa bersyukur di Abunawas...",raya menang pakai papan kembang pakai kambiang rasa syukur abunawas,negative
Surat kocak Untuk Anies ... #indoharian #aniessandi #gubernurpilihan #gagalmoveone #suratrakyat #AniesSandiGubernurKita #gubernurdki,surat kocak anies,negative
"Bikin Macet, Warga Kelapa Gading Harap Proyek Tidak Mangkrak #AniesSandi #KelapaGading",buat macet warga kelapa gading harap proyek mangkrak,negative
Anies-Sandi Dinilai Loyo sehingga Berpotensi Dikangkangi Ormas Garis Keras #AniesSandi,aniessandi nilai loyo potensi kangkang ormas garis keras,negative
"Kalo cari suami tuh cari aja team keamanan #aniessandi.. Kotak aja djagain, apalagi kamu",kalau cari suami cari team aman kotak djagain kamu,negative
Dua Program Ahok yang akan Dibatalkan Anies Anies-Sandi Ahok Djarot #GubernurJakarta #AniesSandi #Ahok,program ahok akan batal anies aniessandi ahok djarot,negative
Trus menyalahkan #AniesSandi .... sebuah sikap tak paham aturan. Gubernur sekarang siapa?,trus salah buah sikap tak NOT_paham NOT_atur gubernur sekarang siapa,negative
Program Anies-Sandi Dianggap Menyulitkan #AniesSandi #KelapaGading,program aniessandi anggap sulit,negative
Blunder sekali Pak jika benar menteri dari PAN akan DITENDANG gara-gara dukung #AniesSandi & isu #AhokPenistaAgama masuk kabinet,blunder sekali pak benar menteri pan tendang garagara dukung isu masuk kabinet,negative
"Pendukung #AniesSandi Tim #ASBAK Siap Melakukan SEGALANYA.. ""MENEBAR FITNAH"" sana sini Demi kemenangan Anies..",dukung tim siap laku segala tebar fitnah sana sini menang anies,negative
sedikit pun kami tidak pernah #AniesSandi menjanjikan rumah DP 0% itu berbentuk #Rusun yang kami tau rumah berbentuk horisontal #SaveDP0%,sedikit kami pernah janji rumah dp bentuk kami tau rumah bentuk horisontal,negative
#Anies #Baswedan Penganut #Islam #Radikal atau #Moderat?,anut,negative
#aniessandi 1 periode saja.,periode,negative
"Mungkin, situs masih perlu dipertahankan, selama #AniesSandi belum dilantik. Untuk counter hoax. Cc:",mungkin situs perlu tahan lama lantik counter hoax cc,negative
"#AniesSandi mampu beretorika sangat indah, DP0% TERNYATA BAYAR 6 BULAN PERTAMA DNG CICILAN LUMAYAN, DAN ITU RUMAH SUSUN,",mampu retorika sangat indah dp nyata bayar bulan pertama dng cicil lumayan itu rumah susun,negative
"DP 0 persen ternyata beda dengan DP 0 rupiah, #AniesSandi #QEREN. lha bukannya sama2 0 ?lha 0 persen dari 350jt kan 0 rupiah ?atau beda ?",dp persen nyata beda dp rupiah lha bukan NOT_sama NOT_lha persen jt rupiah beda,negative
Hanya okee oce #okeoce solusi nya Cuma itu saja,okee oce solusi cuma saja,negative
Mendapat surga itu tidak semudah tinggal nyoblos #AniesSandi #justsaying,dapat surga tidak NOT_mudah NOT_tinggal nyoblos,negative
Saran untuk #AniesSandi merealisir Transportasi terintegrasi Tiket Rp.5000 seyogianya dibicarakan dengan & ORGANDA & MTI,saran merealisir transportasi integrasi tiket rp yogia bicara organda mti,negative
Menyambut kemenangan #aniessandi bbrp Alumni212 mencukur rambut ramai2 sambil bersolawat DuhÃ¢â¬Â¦,sambut menang bbrp alumni cukur rambut ramai bersolawat duh,negative
AKU titip JAYAKARTA #aniessandi,titip jayakarta,negative
Yang potong payudara/susu jika #AniesSandi menang kira2 gmana ini hahah . Hitz skali wkwkwk pak ?,potong payudarasusu menang kira gmana hahah hitz skali wkwkwk pak,negative
Kasus #AhokPenistaAgama bukan urusan timses #AniesSandi tapi urusan umat Islam sedunia & aparat penegak hukum Indonesia. #PenjarakanAhok!,kasus bukan NOT_urus NOT_timses urus umat islam dunia aparat tegak hukum indonesia,negative
"Bismillah beli rumah DP 0%, awas aja program ga jadi jalan #GubernurBaru #aniessandi",bismillah beli rumah dp awas program jadi jalan,negative
"Heran baca berita berita #AniesSandi negatif terus, pantes portal beritanya sepi melempem. Payah!",heran baca berita berita negatif terus pantes portal berita sepi melempem payah,negative
